愛;あい;love
~たち;~たち;Plural suffix for humans and sometimes animals, and others
立つ;たつ;to stand
建物;たてもの;building
楽しい;たのしい;pleasant, enjoyable, fun
頼む;たのむ;to request, ask
たばこ;たばこ;cigarette 
たぶん;たぶん;perhaps, probably
食べ物;たべもの;food
食べる;たべる;eat
卵;たまご;egg(s), spawn, roe, (an expert) in the making
だれ;だれ;who
誕生日;たんじょうび;birthday
だんだん;だんだん;gradually, by degrees 
小さい;ちいさい;small, little, tiny
近い;ちかい;near, close by, short
違う;ちがう;differ (from)
近く;ちかく;near, neighbourhood, vicinity
地下鉄;ちかてつ;underground train, subway
地図;ちず;map
父;ちち;father
茶色;ちゃいろ;light brown, tawny
ちゃわん;ちゃわん;rice bowl, tea cup 
~中;~ちゅう;in (the middle of), within, during, while
ちょうど;ちょうど;exactly, just, precisely 
ちょっと;ちょっと;just a minute, a short time, a while, just a little, somewhat, easily, readily, rather
一日;ついたち;first day of month
使う;つかう;use, handle, manipulate, employ, need, want, spend, consume, speak (English), practise (fencing), take (one's lunch), circulate (bad money)
疲れる;つかれる;to get tired, to tire
次;つぎ;next, stage station, stage, subsequent
着く;つく;arrive at, reach
机;つくえ;desk
作る;つくる;to make, create, manufacture, construct, draw up, write, compose, build, cultivate, organize, establish, make up (a face), trim (a tree), prepare (food), commit (sin)
つける;つける;turn on, attach, join, add, append, fasten, sew on, apply (ointment), furnish (a house with), to wear, put on, appraise, set (a price), bring alongside, follow, establish (relations or understanding)
勤める;つとめる;serve, fill a post, work (for), exert oneself, endeavor, be diligent, to play (the part of)
つまらない;つまらない;insignificant, boring, trifling
冷たい;つめたい;cold (to the touch), chilly, icy, freezing, coldhearted
強い;つよい;strong, powerful, mighty, potent
手;て;hand
テープ;テープ;tape
テープレコーダー;テープレコーダー;tape recorder
テーブル;テーブル;table
出かける;でかける;depart, go out (e.g. on an excursion or outing), set out, start
手紙;てがみ;letter
できる;できる;be able to, be ready, be good at, to occur
出口;でぐち;exit, gateway, way out, outlet, leak, vent
テスト;テスト;test
では;では;well, then 
デパート;デパート;department store
でも;でも;but, however 
出る;でる;appear, come forth, leave
テレビ;テレビ;television, TV
天気;てんき;weather, the elements, fine weather
電気;でんき;electricity, (electric) light
電車;でんしゃ;electric train
電話;でんわ;telephone
戸;と;door (Japanese style)
~度;~ど;times, degrees (temperature)
ドア;ドア;door (Western style)
トイレ;トイレ;toilet, restroom, bathroom, lavatory
どう;どう;how 
どうして;どうして;why?, for what reason, how, in what way, for what purpose, what for
どうぞ;どうぞ;please, kindly, by all means
動物;どうぶつ;animal
どうも;どうも;thanks, how, (very) much, very, quite, really, somehow, no matter how hard one may try
十;とお;10, ten
遠い;とおい;far, distant
十日;とおか;ten days, the tenth day of the month
時々;ときどき;sometimes
時計;とけい;watch, clock
どこ;どこ;where, what place
所;ところ;place
図書館;としょかん;library
どちら;どちら;which (of two), who
とても;とても;very, awfully, exceedingly
どなた;どなた;who?
隣;となり;next to, next door to
どの;どの;which person, who
飛ぶ;とぶ;jump, fly, leap, spring, bound, hop
止まる;とまる;come to a halt
友達;ともだち;friend
土曜日;どようび;Saturday
鳥;とり;bird, fowl, poultry
鳥肉;とりにく;chicken (meat) 
取る;とる;take, pick up, harvest, earn, choose
撮る;とる;take (a photo), make (a film)
どれ;どれ;well, now, let me see, which (of three or more)
どんな;どんな;what, what kind of
ない;ない;there isn't, doesn't have
ナイフ;ナイフ;knife
中;なか;inside, middle, among
長い;ながい;long
鳴く;なく;bark, purr, chirp, make sound (animal)
夏;なつ;summer
夏休み;なつやすみ;summer vacation, summer holiday
~など;~など;and the like, etc., or the like
七つ;ななつ;seven
何;なに;what
七日;なのか;seven days, the seventh day of the month
名前;なまえ;name
習う;ならう;learn
並ぶ;ならぶ;line up, stand in a line
並べる;ならべる;line up, set up
なる;なる;become
二;に;two
にぎやか;にぎやか;lively, bustling, busy
肉;にく;meat
西;にし;west
~日;~にち;day (of the month)
日曜日;にちようび;Sunday
荷物;にもつ;baggage, luggage
ニュース;ニュース;news
庭;にわ;garden
~人;~にん;~person, counter for people
脱ぐ;ぬぐ;take off clothes
ネクタイ;ネクタイ;tie, necktie
寝る;ねる;go to bed, lie down, sleep
~年;~ねん;makes preceding number a year
ノート;ノート;notebook, copy-book, exercise book
登る;のぼる;climb
飲み物;のみもの;drink, beverage
飲む;のむ;to drink
乗る;のる;get on, get up on, ride in, be taken in, share in, join, feel like doing, be mentioned in, be in harmony with
歯;は;tooth
パーティー;パーティー;party
はい;はい;Yes 
~杯;~はい;counter for cups, glasses, spoonfuls
灰皿;はいざら;ashtray
入る;はいる;enter, break into, join, enroll, contain, hold, accommodate, have (an income of)
葉書;はがき;postcard
はく;はく;to wear, put on (a sword) 
箱;はこ;box
橋;はし;bridge
はし;はし;chopsticks
始まる;はじまる;begin
初めに;はじめに;in the beginning, at first
初めて;はじめて;for the first time
走る;はしる;to run
バス;バス;bus, bath, bass
バター;バター;butter
二十歳;はたち;20 years old, 20th year
働く;はたらく;work, to labor, do, to act, commit, practise, work on, come into play, be conjugated, reduce the price
八;はち;eight 
二十日;はつか;twenty days, twentieth day of the month
花;はな;flower
鼻;はな;nose
話;はなし;talk, speech, chat, story, conversation
話す;はなす;speak
母;はは;mother
早い;はやい;early
速い;はやい;quick, fast, swift
春;はる;spring
はる;はる;to stick, to paste
晴れる;はれる;be sunny, clear away, stop raining
半;はん;half
晩;ばん;evening
~番;~ばん;number, place, turn, ~st, ~nd, ~rd, ~th
パン;パン;bread
ハンカチ;ハンカチ;handkerchief
番号;ばんごう;number, series of digits
晩御飯;ばんごはん;dinner, evening meal 
半分;はんぶん;half
東;ひがし;east
~匹;~ひき;counter for animals, fish, insects
引く;ひく;minus, pull, draw, play (string instr.)
弾く;ひく;play (piano, guitar)
低い;ひくい;short, low, humble, low (voice)
飛行機;ひこうき;airplane
左;ひだり;left hand side
人;ひと;man, person, human being, mankind, people, character, personality, true man, man of talent, adult, other people, messenger, visitor
一つ;ひとつ;one
一月;ひとつき;one month
一人;ひとり;one person
暇;ひま;free time, leisure, leave, spare time, farewell 
百;ひゃく;100, hundred
病院;びょういん;hospital
病気;びょうき;illness, disease, sickness
平仮名;ひらがな;hiragana, 47 syllables, the cursive syllabary
昼;ひる;noon, daytime
昼御飯;ひるごはん;lunch, midday meal 
広い;ひろい;spacious, vast, wide
フィルム;フィルム;film (roll of)
封筒;ふうとう;envelope
プール;プール;swimming pool
フォーク;フォーク;fork, folk
吹く;ふく;blow (wind, etc.), emit
服;ふく;clothes
二つ;ふたつ;two
豚肉;ぶたにく;pork
二人;ふたり;two persons, two people, pair, couple
二日;ふつか;second day of the month, two days
太い;ふとい;fat, thick
冬;ふゆ;winter
降る;ふる;to precipitate, to fall (e.g. rain)
古い;ふるい;old (not person), aged, ancient, antiquated, stale, threadbare, outmoded, obsolete article
ふろ;ふろ;bath
~分;~ふん;counter for minutes
ページ;ページ;page
下手;へた;unskillful, poor, awkward
ベッド;ベッド;bed
部屋;へや;room
辺;へん;side, part, area, vicinity
ペン;ペン;pen
勉強;べんきょう;study, diligence, discount, reduction
便利;べんり;convenient, handy, useful
ほう;ほう;direction, way, toward 
帽子;ぼうし;hat
ボールペン;ボールペン;ball-point pen
外;ほか;other place, the rest
ポケット;ポケット;pocket
欲しい;ほしい;wanted, wished for, in need of, desired
細い;ほそい;thin, slender, fine
ボタン;ボタン;button
ホテル;ホテル;hotel
本;ほん;book
~本;~ほん;counter for long, cylindrical objects
本棚;ほんだな;bookshelves
ほんとうに;ほんとうに;really, truly
~枚;~まい;sheet, page, piece, counter for thin, flat objects
毎朝;まいあさ;every morning 
毎月;まいげつ;every month, each month, monthly
毎月;まいつき;every month, each month, monthly
毎週;まいしゅう;every week
毎日;まいにち;every day
毎年;まいねん, まいとし;every year, yearly, annually
毎晩;まいばん;every night
前;まえ;front
~前;~まえ;ago, before
曲る;まがる;curve, be bent, be crooked, turn
まずい;まずい;unappetising, unpleasant (taste, appearance, situation), ugly, unskillful, awkward, bungling, unwise, untimely
また;また;again, and
まだ;まだ;yet, still, more, besides
町;まち;town, street, road
待つ;まつ;wait
まっすぐ;まっすぐ;straight (ahead), direct, upright, erect, honest, frank 
マッチ;マッチ;match
窓;まど;window
丸い;まるい;round, circular, spherical
円い;まるい;round, circular, spherical
万;まん;10,000, ten thousand, myriad(s), all, everything 
万年筆;まんねんひつ;fountain pen
磨く;みがく;to polish, shine, brush, refine, improve
右;みぎ;right hand side
短い;みじかい;short
水;みず;water
店;みせ;store, shop, establishment
見せる;みせる;to show, to display
道;みち;road, street, way, method
三日;みっか;three days, the third day of the month
三つ;みっつ;three
皆さん;みなさん;everyone
南;みなみ;South, proceeding south
耳;みみ;ear
見る;みる;to see, to watch
みんな;みんな;all, everyone, everybody, everything
六日;むいか;six days, sixth (day of month)
向こう;むこう;beyond, over there, opposite direction, the other party
難しい;むずかしい;difficult
六つ;むっつ;six 
目;め;eye, eyeball
メートル;メートル;meter 
眼鏡;めがね;spectacles, glasses
もう;もう;already, yet, more 
木曜日;もくようび;Thursday
もしもし;もしもし;hello (on phone)
もちろん;もちろん;of course, certainly, naturally
持つ;もつ;hold, carry, possess
もっと;もっと;more, longer, farther
物;もの;thing, object
門;もん;gate
問題;もんだい;problem, question
~屋;~や;shop, store, dealer
八百屋;やおや;greengrocer
野菜;やさい;vegetable
易しい;やさしい;easy, plain, simple
安い;やすい;cheap, inexpensive, peaceful, quiet, gossipy, thoughtless
休み;やすみ;rest, recess, respite, vacation, holiday, absence, suspension
休む;やすむ;to rest, have a break, take a day off, be finished, be absent, retire, sleep
八つ;やっつ;eight 
山;やま;mountain, pile, heap, climax, critical point
やる;やる;do, have sexual intercourse, kill, give (to inferiors, animals, etc.), send, study, perform, play (sports, game), row (a boat), run or operate (a restaurant) 
夕方;ゆうがた;evening
郵便局;ゆうびんきょく;post office
ゆうべ;ゆうべ;evening 
有名;ゆうめい;fame
雪;ゆき;snow
ゆっくり;ゆっくり;slowly, at ease
八日;ようか;eight days, the eighth (day of the month)
洋服;ようふく;Western-style clothes
